chunk_id,document_id,doc_type,procedure_code,section,chunk_title,char_count
C00420,DOC-OL-10,plan_ol,,1. Ewakuacja ludnosci,Plan OL lodzkie - Ewakuacja ludnosci,256
C00421,DOC-OL-10,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL lodzkie - Schronienie i pomoc socjalna,271
C00422,DOC-OL-10,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL lodzkie - Zaopatrzenie i rezerwy,176
C00423,DOC-OL-10,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL lodzkie - Ostrzeganie i alarmowanie,213
C00424,DOC-OL-10,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL lodzkie - Osoby wymagajace szczegolnego wsparcia,181
C00425,DOC-OL-10,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL lodzkie - Odbudowa i powrot do normalnosci,173
C00426,DOC-OL-12,plan_ol,,1. Ewakuacja ludnosci,Plan OL malopolskie - Ewakuacja ludnosci,260
C00427,DOC-OL-12,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL malopolskie - Schronienie i pomoc socjalna,275
C00428,DOC-OL-12,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL malopolskie - Zaopatrzenie i rezerwy,180
C00429,DOC-OL-12,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL malopolskie - Ostrzeganie i alarmowanie,217
C00430,DOC-OL-12,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL malopolskie - Osoby wymagajace szczegolnego wsparcia,185
C00431,DOC-OL-12,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL malopolskie - Odbudowa i powrot do normalnosci,177
C00432,DOC-OL-14,plan_ol,,1. Ewakuacja ludnosci,Plan OL mazowieckie - Ewakuacja ludnosci,260
C00433,DOC-OL-14,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL mazowieckie - Schronienie i pomoc socjalna,275
C00434,DOC-OL-14,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL mazowieckie - Zaopatrzenie i rezerwy,180
C00435,DOC-OL-14,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL mazowieckie - Ostrzeganie i alarmowanie,217
C00436,DOC-OL-14,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL mazowieckie - Osoby wymagajace szczegolnego wsparcia,185
C00437,DOC-OL-14,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL mazowieckie - Odbudowa i powrot do normalnosci,177
C00438,DOC-OL-16,plan_ol,,1. Ewakuacja ludnosci,Plan OL opolskie - Ewakuacja ludnosci,257
C00439,DOC-OL-16,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL opolskie - Schronienie i pomoc socjalna,272
C00440,DOC-OL-16,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL opolskie - Zaopatrzenie i rezerwy,177
C00441,DOC-OL-16,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL opolskie - Ostrzeganie i alarmowanie,214
C00442,DOC-OL-16,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL opolskie - Osoby wymagajace szczegolnego wsparcia,182
C00443,DOC-OL-16,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL opolskie - Odbudowa i powrot do normalnosci,174
C00444,DOC-OL-18,plan_ol,,1. Ewakuacja ludnosci,Plan OL podkarpackie - Ewakuacja ludnosci,261
C00445,DOC-OL-18,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL podkarpackie - Schronienie i pomoc socjalna,276
C00446,DOC-OL-18,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL podkarpackie - Zaopatrzenie i rezerwy,181
C00447,DOC-OL-18,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL podkarpackie - Ostrzeganie i alarmowanie,218
C00448,DOC-OL-18,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL podkarpackie - Osoby wymagajace szczegolnego wsparcia,186
C00449,DOC-OL-18,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL podkarpackie - Odbudowa i powrot do normalnosci,178
C00450,DOC-OL-20,plan_ol,,1. Ewakuacja ludnosci,Plan OL podlaskie - Ewakuacja ludnosci,258
C00451,DOC-OL-20,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL podlaskie - Schronienie i pomoc socjalna,273
C00452,DOC-OL-20,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL podlaskie - Zaopatrzenie i rezerwy,178
C00453,DOC-OL-20,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL podlaskie - Ostrzeganie i alarmowanie,215
C00454,DOC-OL-20,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL podlaskie - Osoby wymagajace szczegolnego wsparcia,183
C00455,DOC-OL-20,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL podlaskie - Odbudowa i powrot do normalnosci,175
C00456,DOC-OL-22,plan_ol,,1. Ewakuacja ludnosci,Plan OL pomorskie - Ewakuacja ludnosci,258
C00457,DOC-OL-22,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL pomorskie - Schronienie i pomoc socjalna,273
C00458,DOC-OL-22,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL pomorskie - Zaopatrzenie i rezerwy,178
C00459,DOC-OL-22,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL pomorskie - Ostrzeganie i alarmowanie,215
C00460,DOC-OL-22,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL pomorskie - Osoby wymagajace szczegolnego wsparcia,183
C00461,DOC-OL-22,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL pomorskie - Odbudowa i powrot do normalnosci,175
C00462,DOC-OL-24,plan_ol,,1. Ewakuacja ludnosci,Plan OL slaskie - Ewakuacja ludnosci,256
C00463,DOC-OL-24,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL slaskie - Schronienie i pomoc socjalna,271
C00464,DOC-OL-24,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL slaskie - Zaopatrzenie i rezerwy,176
C00465,DOC-OL-24,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL slaskie - Ostrzeganie i alarmowanie,213
C00466,DOC-OL-24,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL slaskie - Osoby wymagajace szczegolnego wsparcia,181
C00467,DOC-OL-24,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL slaskie - Odbudowa i powrot do normalnosci,173
C00468,DOC-OL-26,plan_ol,,1. Ewakuacja ludnosci,Plan OL swietokrzyskie - Ewakuacja ludnosci,263
C00469,DOC-OL-26,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL swietokrzyskie - Schronienie i pomoc socjalna,278
C00470,DOC-OL-26,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL swietokrzyskie - Zaopatrzenie i rezerwy,183
C00471,DOC-OL-26,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL swietokrzyskie - Ostrzeganie i alarmowanie,220
C00472,DOC-OL-26,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL swietokrzyskie - Osoby wymagajace szczegolnego wsparcia,188
C00473,DOC-OL-26,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL swietokrzyskie - Odbudowa i powrot do normalnosci,180
C00474,DOC-OL-28,plan_ol,,1. Ewakuacja ludnosci,Plan OL warminsko-mazurskie - Ewakuacja ludnosci,268
C00475,DOC-OL-28,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL warminsko-mazurskie - Schronienie i pomoc socjalna,283
C00476,DOC-OL-28,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL warminsko-mazurskie - Zaopatrzenie i rezerwy,188
C00477,DOC-OL-28,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL warminsko-mazurskie - Ostrzeganie i alarmowanie,225
C00478,DOC-OL-28,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL warminsko-mazurskie - Osoby wymagajace szczegolnego wsparcia,193
C00479,DOC-OL-28,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL warminsko-mazurskie - Odbudowa i powrot do normalnosci,185
C00480,DOC-OL-30,plan_ol,,1. Ewakuacja ludnosci,Plan OL wielkopolskie - Ewakuacja ludnosci,262
C00481,DOC-OL-30,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL wielkopolskie - Schronienie i pomoc socjalna,277
C00482,DOC-OL-30,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL wielkopolskie - Zaopatrzenie i rezerwy,182
C00483,DOC-OL-30,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL wielkopolskie - Ostrzeganie i alarmowanie,219
C00484,DOC-OL-30,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL wielkopolskie - Osoby wymagajace szczegolnego wsparcia,187
C00485,DOC-OL-30,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL wielkopolskie - Odbudowa i powrot do normalnosci,179
C00486,DOC-OL-32,plan_ol,,1. Ewakuacja ludnosci,Plan OL zachodniopomorskie - Ewakuacja ludnosci,267
C00487,DOC-OL-32,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL zachodniopomorskie - Schronienie i pomoc socjalna,282
C00488,DOC-OL-32,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL zachodniopomorskie - Zaopatrzenie i rezerwy,187
C00489,DOC-OL-32,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL zachodniopomorskie - Ostrzeganie i alarmowanie,224
C00490,DOC-OL-32,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL zachodniopomorskie - Osoby wymagajace szczegolnego wsparcia,192
C00491,DOC-OL-32,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL zachodniopomorskie - Odbudowa i powrot do normalnosci,184
C00492,DOC-KPZK,kpzk,,Karta zagrozenia Z01,KPZK - Z01 Epidemia,341
C00493,DOC-KPZK,kpzk,,Karta zagrozenia Z02,KPZK - Z02 Powodz,335
C00494,DOC-KPZK,kpzk,,Karta zagrozenia Z03,KPZK - Z03 Zaklocenie funkcjonowania systemow i sieci teleinformatycznych,373
C00495,DOC-KPZK,kpzk,,Karta zagrozenia Z04,KPZK - Z04 Dzialania hybrydowe,389
C00496,DOC-KPZK,kpzk,,Karta zagrozenia Z05,KPZK - Z05 Susza i upal,359
C00497,DOC-KPZK,kpzk,,Karta zagrozenia Z06,KPZK - Z06 Epizootia,356
C00498,DOC-KPZK,kpzk,,Karta zagrozenia Z07,KPZK - Z07 Zaklocenie w systemie energetycznym,375
C00499,DOC-KPZK,kpzk,,Karta zagrozenia Z08,KPZK - Z08 Silny wiatr,321
C00500,DOC-KPZK,kpzk,,Karta zagrozenia Z09,KPZK - Z09 Zaklocenie w systemie paliwowym,328
C00501,DOC-KPZK,kpzk,,Karta zagrozenia Z10,KPZK - Z10 Pozar wielkopowierzchniowy,331
C00502,DOC-KPZK,kpzk,,Karta zagrozenia Z11,KPZK - Z11 Epifitoza,350
C00503,DOC-KPZK,kpzk,,Karta zagrozenia Z12,KPZK - Z12 Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,368
C00504,DOC-KPZK,kpzk,,Karta zagrozenia Z13,KPZK - Z13 Skazenie chemiczne na ladzie,330
C00505,DOC-KPZK,kpzk,,Karta zagrozenia Z14,KPZK - Z14 Zaklocenie w systemie gazowym,327
C00506,DOC-KPZK,kpzk,,Karta zagrozenia Z15,KPZK - Z15 Katastrofa morska,323
C00507,DOC-KPZK,kpzk,,Karta zagrozenia Z16,KPZK - Z16 Zdarzenie o charakterze terrorystycznym,409
C00508,DOC-KPZK,kpzk,,Karta zagrozenia Z17,KPZK - Z17 Skazenie promieniotworcze,341
C00509,DOC-KPZK,kpzk,,Karta zagrozenia Z18,KPZK - Z18 Zbiorowe zaklocenie porzadku publicznego,354
C00510,DOC-KPZK,kpzk,,Karta zagrozenia Z19,KPZK - Z19 Silny mroz i intensywne opady sniegu,337
C00511,DOC-KPZK,kpzk,,Karta zagrozenia Z20,KPZK - Z20 Dezinformacja,332
C00512,DOC-KPZK,kpzk,,Siatka bezpieczenstwa,KPZK - siatka bezpieczenstwa,321
C00513,DOC-KPZK,kpzk,,Poziomy reagowania,KPZK - poziomy reagowania i eskalacja,358
